scenario_id,timestamp,zone,gas_level,temperature,pressure,ventilation,hot_work,maintenance,confined_space_entry,environmental_risk_score,incident_type,risk_score,confidence_score,time_to_escalation,risk_factors,recommended_actions
5219,2026-07-19 10:50:00,Zone A,77.25,64.04,81.02,26.62,0,0,1,73.92,Toxic Exposure,90.0,90,17 Minutes,"[""High Gas Levels"", ""High Pressure"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Emergency relief valve activation"", ""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
5220,2026-07-19 10:55:00,Zone A,78.29,41.05,41.78,87.49,1,0,0,43.41,Gas Ignition,83.41,75,45 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
5221,2026-07-19 11:00:00,Zone C,85.77,59.16,38.91,91.77,1,0,0,48.02,Gas Ignition,88.02,85,25 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
5222,2026-07-19 11:05:00,Zone B,19.02,23.91,54.68,96.68,0,0,0,25.23,Safe,25.23,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5223,2026-07-19 11:10:00,Zone A,6.39,50.83,58.4,94.59,0,0,0,30.26,Safe,30.26,50,13 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5224,2026-07-19 11:15:00,Zone C,72.86,25.61,36.74,82.42,1,0,0,38.2,Gas Ignition,78.2,75,35 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
5225,2026-07-19 11:20:00,Zone A,85.16,41.01,61.83,51.2,1,0,0,59.2,Gas Ignition,95.0,85,23 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
5226,2026-07-19 11:25:00,Zone B,6.19,49.77,52.47,81.28,0,0,0,31.79,Safe,31.79,50,3 Hours 1 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5227,2026-07-19 11:30:00,Zone C,11.11,37.75,37.21,77.35,1,0,0,27.18,Safe,32.18,50,4 Hours,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
5228,2026-07-19 11:35:00,Zone B,15.77,57.78,48.54,89.94,0,0,0,33.04,Safe,33.04,50,3 Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5229,2026-07-19 11:40:00,Zone B,20.17,55.25,62.62,99.45,0,0,0,34.65,Safe,34.65,50,2 Hours 25 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5230,2026-07-19 11:45:00,Zone A,30.52,29.41,45.61,97.88,0,0,0,26.92,Safe,26.92,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5231,2026-07-19 11:50:00,Zone C,7.99,38.94,32.45,98.37,0,0,0,20.25,Safe,20.25,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5232,2026-07-19 11:55:00,Zone B,3.43,28.14,47.04,86.17,0,1,0,23.11,Safe,28.11,50,4+ Hours,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
5233,2026-07-19 12:00:00,Zone A,12.44,46.91,59.11,81.97,0,0,0,34.12,Safe,34.12,50,2 Hours 6 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5234,2026-07-19 12:05:00,Zone B,9.17,29.17,38.25,79.71,0,0,1,24.22,Safe,29.22,50,4+ Hours,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
5235,2026-07-19 12:10:00,Zone A,9.79,59.17,63.96,99.22,0,0,0,33.43,Safe,33.43,50,3 Hours 12 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5236,2026-07-19 12:15:00,Zone B,9.85,25.8,57.26,93.19,0,0,0,24.93,Safe,24.93,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5237,2026-07-19 12:20:00,Zone A,79.16,60.22,41.62,43.71,1,0,0,59.32,Gas Ignition,95.0,85,19 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
5238,2026-07-19 12:25:00,Zone B,10.12,56.64,61.37,72.85,0,0,1,38.82,Safe,43.82,50,2 Hours 8 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
5239,2026-07-19 12:30:00,Zone C,26.08,63.54,54.32,81.72,0,0,0,40.56,Safe,40.56,50,2 Hours 30 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5240,2026-07-19 12:35:00,Zone A,9.24,66.03,54.06,89.45,0,0,0,34.97,Safe,34.97,50,3 Hours 32 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5241,2026-07-19 12:40:00,Zone A,77.61,40.81,53.59,27.66,0,0,1,61.09,Toxic Exposure,90.0,90,27 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
5242,2026-07-19 12:45:00,Zone A,3.79,58.11,76.25,94.1,0,0,0,36.01,Safe,36.01,50,2 Hours 12 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5243,2026-07-19 12:50:00,Zone B,84.75,84.3,35.81,84.27,1,0,0,55.15,Gas Ignition,95.0,90,28 Minutes,"[""High Gas Levels"", ""High Temperature"", ""Active Hot Work Permit""]","[""Emergency cooling line engagement"", ""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
5244,2026-07-19 12:55:00,Zone A,9.13,58.23,50.8,78.95,0,0,0,34.8,Safe,34.8,50,2 Hours 4 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5245,2026-07-19 13:00:00,Zone B,10.62,26.09,44.2,77.96,0,1,0,25.74,Safe,30.74,50,29 Minutes,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
5246,2026-07-19 13:05:00,Zone C,3.16,53.49,25.97,46.76,0,0,0,33.97,Safe,33.97,50,2 Hours 33 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5247,2026-07-19 13:10:00,Zone B,3.06,54.12,66.32,81.24,0,0,0,35.56,Safe,35.56,50,3 Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5248,2026-07-19 13:15:00,Zone B,25.0,56.27,49.76,76.67,0,0,0,38.59,Safe,38.59,50,2 Hours 33 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5249,2026-07-19 13:20:00,Zone B,25.13,73.33,53.42,83.58,1,0,1,42.08,Safe,52.08,60,1 Hour 34 Minutes,"[""Active Hot Work Permit"", ""Confined Space Entry Active""]","[""Automated trip of active hot work power lines"", ""Trigger alarm lights outside confined space entryway""]"
5250,2026-07-19 13:25:00,Zone A,83.1,66.53,36.04,22.53,0,0,1,65.78,Toxic Exposure,90.0,90,20 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
5251,2026-07-19 13:30:00,Zone A,5.25,11.41,65.9,39.66,0,0,0,35.72,Safe,35.72,50,2 Hours 56 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5252,2026-07-19 13:35:00,Zone A,74.47,83.75,92.63,75.54,1,0,0,68.83,Gas Ignition,95.0,90,15 Minutes,"[""High Gas Levels"", ""High Temperature"", ""High Pressure"", ""Active Hot Work Permit""]","[""Emergency relief valve activation"", ""Emergency cooling line engagement"", ""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
5253,2026-07-19 13:40:00,Zone A,2.15,37.72,57.12,46.8,0,0,0,37.55,Safe,37.55,50,2 Hours 10 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5254,2026-07-19 13:45:00,Zone C,2.09,48.44,40.81,91.43,0,0,0,24.98,Safe,24.98,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5255,2026-07-19 13:50:00,Zone B,24.0,81.69,98.09,90.9,1,1,0,53.22,Explosion,100.0,90,30 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Hot Work Permit"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement"", ""Automated trip of active hot work power lines""]"
5256,2026-07-19 13:55:00,Zone B,13.78,34.68,59.63,65.79,0,0,0,35.58,Safe,35.58,50,3 Hours 9 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5257,2026-07-19 14:00:00,Zone B,2.88,52.07,30.51,73.2,0,0,0,28.07,Safe,28.07,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5258,2026-07-19 14:05:00,Zone A,8.15,42.82,62.86,87.22,1,0,0,31.65,Safe,36.65,50,2 Hours 27 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
5259,2026-07-19 14:10:00,Zone A,25.54,70.11,42.81,78.71,0,0,0,39.94,Safe,39.94,50,3 Hours 51 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5260,2026-07-19 14:15:00,Zone B,7.25,56.54,46.74,45.38,0,0,0,41.29,Safe,41.29,50,2 Hours 20 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5261,2026-07-19 14:20:00,Zone A,13.02,58.75,53.27,66.58,1,0,0,39.61,Safe,44.61,50,3 Hours 53 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
5262,2026-07-19 14:25:00,Zone A,34.54,45.96,50.53,98.79,0,0,0,33.06,Safe,33.06,50,3 Hours 3 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5263,2026-07-19 14:30:00,Zone C,26.97,30.04,68.82,90.8,0,0,0,33.76,Safe,33.76,50,2 Hours 21 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5264,2026-07-19 14:35:00,Zone A,76.47,65.35,42.77,22.6,0,0,1,65.5,Toxic Exposure,90.0,90,14 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
5265,2026-07-19 14:40:00,Zone B,25.75,36.86,51.75,57.47,0,0,0,39.22,Safe,39.22,50,3 Hours 39 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5266,2026-07-19 14:45:00,Zone C,4.86,41.85,46.32,96.07,0,0,0,24.24,Safe,24.24,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5267,2026-07-19 14:50:00,Zone B,5.17,30.77,40.82,42.88,1,0,0,33.47,Safe,38.47,50,4 Hours,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
5268,2026-07-19 14:55:00,Zone B,9.6,35.2,49.35,92.86,0,0,0,25.32,Safe,25.32,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5269,2026-07-19 15:00:00,Zone B,73.68,41.86,33.62,82.94,1,0,0,41.55,Gas Ignition,81.55,75,40 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
5270,2026-07-19 15:05:00,Zone C,9.53,81.3,82.83,34.12,0,1,1,59.89,Explosion,100.0,90,29 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity"", ""Confined Space Entry Active""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement"", ""Trigger alarm lights outside confined space entryway""]"
5271,2026-07-19 15:10:00,Zone B,12.88,63.25,50.65,96.22,1,0,0,32.64,Safe,37.64,50,3 Hours 43 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
5272,2026-07-19 15:15:00,Zone A,4.82,67.11,47.29,47.97,0,0,0,42.81,Safe,42.81,50,3 Hours 12 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5273,2026-07-19 15:20:00,Zone B,15.57,52.95,61.74,78.41,0,0,1,37.96,Safe,42.96,50,2 Hours 8 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
5274,2026-07-19 15:25:00,Zone B,8.25,56.91,59.83,92.69,0,1,1,33.08,Safe,43.08,60,3 Hours 13 Minutes,"[""Active Maintenance Activity"", ""Confined Space Entry Active""]","[""Immediate suspension of active maintenance permits in Zone"", ""Trigger alarm lights outside confined space entryway""]"
5275,2026-07-19 15:30:00,Zone A,65.18,27.24,38.32,61.46,1,0,0,42.32,Gas Ignition,82.32,65,31 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
5276,2026-07-19 15:35:00,Zone B,9.53,51.88,40.45,89.45,0,0,0,28.1,Safe,28.1,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5277,2026-07-19 15:40:00,Zone A,81.27,39.09,55.29,25.06,0,0,1,62.65,Toxic Exposure,90.0,90,11 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
5278,2026-07-19 15:45:00,Zone C,17.02,51.2,56.83,90.22,0,0,0,33.71,Safe,33.71,50,3 Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5279,2026-07-19 15:50:00,Zone A,3.37,28.16,53.67,46.6,1,0,0,34.65,Safe,39.65,50,3 Hours 35 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
5280,2026-07-19 15:55:00,Zone A,5.12,26.56,66.67,50.83,0,0,0,36.88,Safe,36.88,50,3 Hours 56 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5281,2026-07-19 16:00:00,Zone C,13.87,60.89,44.32,74.18,0,1,0,36.22,Safe,41.22,50,2 Hours 13 Minutes,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
5282,2026-07-19 16:05:00,Zone C,17.72,41.45,84.77,94.93,0,0,0,37.25,Safe,37.25,50,2 Hours 6 Minutes,"[""High Pressure""]","[""Emergency relief valve activation""]"
5283,2026-07-19 16:10:00,Zone B,4.88,29.41,53.15,83.15,0,0,0,26.07,Safe,26.07,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5284,2026-07-19 16:15:00,Zone C,12.43,30.59,79.7,94.51,0,1,0,32.05,Safe,37.05,50,3 Hours 43 Minutes,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
5285,2026-07-19 16:20:00,Zone C,83.35,56.11,32.41,22.8,0,0,1,62.27,Toxic Exposure,90.0,90,16 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
5286,2026-07-19 16:25:00,Zone C,10.14,30.11,43.13,99.03,0,1,0,21.09,Safe,26.09,50,4+ Hours,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
5287,2026-07-19 16:30:00,Zone C,20.29,82.27,45.17,70.72,0,0,0,44.25,Safe,44.25,50,3 Hours 46 Minutes,"[""High Temperature""]","[""Emergency cooling line engagement""]"
5288,2026-07-19 16:35:00,Zone C,6.05,80.91,88.0,72.3,0,1,0,50.67,Explosion,100.0,90,26 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
5289,2026-07-19 16:40:00,Zone A,6.51,26.23,71.63,67.87,0,0,0,34.13,Safe,34.13,50,3 Hours 30 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5290,2026-07-19 16:45:00,Zone A,75.3,56.03,69.5,20.54,0,0,1,70.07,Toxic Exposure,90.0,90,21 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
5291,2026-07-19 16:50:00,Zone B,7.03,7.81,68.28,72.14,0,0,0,27.74,Safe,27.74,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5292,2026-07-19 16:55:00,Zone C,72.7,51.79,30.84,87.52,1,0,0,41.95,Gas Ignition,81.95,75,33 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
5293,2026-07-19 17:00:00,Zone C,33.94,80.36,82.95,88.17,0,1,0,52.27,Explosion,100.0,90,16 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
5294,2026-07-19 17:05:00,Zone B,4.87,55.34,39.1,76.22,0,0,0,30.77,Safe,30.77,50,21 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5295,2026-07-19 17:10:00,Zone B,25.25,47.25,55.93,44.24,0,0,0,46.05,Safe,46.05,50,3 Hours 49 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5296,2026-07-19 17:15:00,Zone B,10.39,25.83,35.48,69.85,0,0,1,25.46,Safe,30.46,50,21 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
5297,2026-07-19 17:20:00,Zone A,89.88,48.1,53.12,76.3,1,0,0,53.7,Gas Ignition,93.7,85,22 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
5298,2026-07-19 17:25:00,Zone A,15.41,59.02,50.93,58.23,1,0,0,41.78,Safe,46.78,50,3 Hours 3 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
5299,2026-07-19 17:30:00,Zone B,3.14,45.84,40.05,88.42,0,1,1,25.15,Safe,35.15,60,3 Hours 56 Minutes,"[""Active Maintenance Activity"", ""Confined Space Entry Active""]","[""Immediate suspension of active maintenance permits in Zone"", ""Trigger alarm lights outside confined space entryway""]"
5300,2026-07-19 17:35:00,Zone A,77.04,55.14,50.43,92.07,1,0,0,47.64,Gas Ignition,87.64,85,25 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
5301,2026-07-19 17:40:00,Zone B,2.69,32.22,60.24,86.85,0,0,0,27.08,Safe,27.08,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
5302,2026-07-19 17:45:00,Zone B,3.26,44.91,36.19,91.92,0,1,0,23.11,Safe,28.11,50,4+ Hours,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
5303,2026-07-19 17:50:00,Zone C,76.74,73.21,49.99,27.68,0,0,1,68.07,Toxic Exposure,90.0,90,25 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
